,seller_id,seller_city_x,seller_state_x,product_id_x,product_category_name_x,seller_city_y,seller_state_y,product_id_y,product_category_name_y,Delivery_time,review_avg,total_orders,total_income
0,629,maua,SP,58,6,maua,SP,58,6,7.52,4.43,58,2548.8
1,2724,maua,SP,229,6,maua,SP,229,6,9.38,4.07,229,12520.1
2,476,belo horizonte,SP,126,4,belo horizonte,SP,126,4,6.73,4.58,126,13544.95
3,2882,sao goncalo,RJ,142,2,sao goncalo,RJ,142,2,12.79,4.35,142,16443.100000000002
4,64,santo andre,SP,66,2,santo andre,SP,66,2,10.29,4.35,66,7889.9
5,326,limeira,SP,22,7,limeira,SP,22,7,7.64,4.55,22,2461.41
6,854,guariba,SP,1178,10,guariba,SP,1178,10,15.25,4.11,1178,236465.64
7,2150,pradopolis,SP,158,5,pradopolis,SP,158,5,16.57,4.17,158,45532.17
8,2613,formiga,MG,82,6,formiga,MG,82,6,10.11,4.59,82,16637.6
9,1557,barueri,SP,351,8,barueri,SP,351,8,11.3,4.21,351,182648.18
10,3019,sumare,SP,605,5,sumare,SP,605,5,13.39,4.34,605,202716.62
11,806,rio de janeiro,RJ,20,1,rio de janeiro,RJ,20,1,16.0,1.25,20,2867.1000000000004
12,2387,guarulhos,SP,43,5,guarulhos,SP,43,5,16.05,3.21,43,13323.5
13,1537,ribeirao preto,SP,594,7,ribeirao preto,SP,594,7,15.96,4.0,594,121140.06
14,553,campinas,SP,215,11,campinas,SP,215,11,18.05,2.72,215,42331.41
15,212,laranjeiras do sul,SP,3,1,laranjeiras do sul,SP,3,1,18.67,2.67,3,1459.97
16,2270,guarulhos,SP,16,1,guarulhos,SP,16,1,11.56,4.19,16,3594.9
17,1082,conselheiro lafaiete,MG,45,3,conselheiro lafaiete,MG,45,3,10.33,4.16,45,6833.0
18,1429,colombo,PR,87,4,colombo,PR,87,4,11.17,4.49,87,23096.6
19,302,pradopolis,SP,10,3,pradopolis,SP,10,3,12.22,3.9,10,2943.51
20,2586,cotia,SP,62,2,cotia,SP,62,2,10.14,4.23,62,20160.9
21,22,mogi das cruzes,SP,5,1,mogi das cruzes,SP,5,1,6.8,5.0,5,1465.99
22,919,entre rios do oeste,PR,8,2,entre rios do oeste,PR,8,2,13.0,4.0,8,4465.34
23,1250,belo horizonte,MG,162,1,belo horizonte,MG,162,1,11.3,4.46,162,14953.3
24,526,mogi das cruzes,SP,172,5,mogi das cruzes,SP,172,5,13.81,3.93,172,6182.74
25,1634,guarulhos,SP,457,1,guarulhos,SP,457,1,12.96,4.24,457,67912.45
26,2662,sao paulo,SP,61,2,sao paulo,SP,61,2,12.52,3.08,61,2475.2999999999997
27,257,atibaia,SP,411,7,atibaia,SP,411,7,9.23,4.05,411,25811.04
28,1394,videira,SC,222,14,videira,SC,222,14,15.36,4.0,222,37770.78
29,1216,sao jose do rio pardo,SP,7,2,sao jose do rio pardo,SP,7,2,16.29,4.43,7,139.5
30,1532,itaquaquecetuba,SP,1454,6,itaquaquecetuba,SP,1454,6,22.43,3.39,1454,198118.3
31,2035,itaquaquecetuba,SP,86,5,itaquaquecetuba,SP,86,5,21.35,3.43,86,12530.630000000001
32,959,itaquaquecetuba,SP,77,4,itaquaquecetuba,SP,77,4,26.25,3.06,77,9622.83
33,2353,lencois paulista,SP,1,1,lencois paulista,SP,1,1,13.0,2.0,1,188.9
34,1,cariacica,ES,238,2,cariacica,ES,238,2,12.9,3.91,238,24938.93
35,2177,rio do sul,SC,8,3,rio do sul,SC,8,3,5.75,3.88,8,1258.93
36,1652,porto alegre,RS,352,8,porto alegre,RS,352,8,10.83,4.36,352,32124.38
37,1894,sao jose dos campos,SP,211,3,sao jose dos campos,SP,211,3,14.99,3.99,211,34656.72
38,509,sao paulo,SP,57,1,sao paulo,SP,57,1,8.35,4.39,57,24358.12
39,119,ribeirao preto,SP,20,2,ribeirao preto,SP,20,2,12.0,4.1,20,1538.1
40,2142,sao paulo,SP,374,27,sao paulo,SP,374,27,14.05,4.13,374,51449.78
41,183,lencois paulista,SP,1,1,lencois paulista,SP,1,1,6.0,3.0,1,129.9
42,292,ibitinga,SP,573,3,ibitinga,SP,573,3,13.0,3.87,573,27190.22
43,148,itajai,SP,154,13,itajai,SP,154,13,10.76,4.19,154,7753.5
44,1993,sao paulo,SP,71,9,sao paulo,SP,71,9,11.49,3.97,71,7926.3
45,1463,sao bernardo do campo,SP,150,8,sao bernardo do campo,SP,150,8,8.77,4.19,150,7271.67
46,1274,guarulhos,SP,101,5,guarulhos,SP,101,5,10.83,3.78,101,5992.51
47,1678,brasilia,DF,12,1,brasilia,DF,12,1,7.42,4.67,12,687.16
48,2831,sao paulo,SP,1233,2,sao paulo,SP,1233,2,13.36,3.96,1233,37967.95
49,1049,campinas,SP,268,1,campinas,SP,268,1,11.15,4.24,268,8754.22
50,1794,sao paulo,SP,379,3,sao paulo,SP,379,3,13.17,3.9,379,6738.43
51,395,sao paulo,SP,446,7,sao paulo,SP,446,7,11.41,3.89,446,13046.77
52,1541,sao paulo,SP,197,2,sao paulo,SP,197,2,13.1,3.91,197,4036.8799999999997
53,2645,sao paulo,SP,148,5,sao paulo,SP,148,5,10.79,4.14,148,3368.2
54,990,barueri,SP,11,1,barueri,SP,11,1,6.8,3.73,11,657.0699999999999
55,105,taubate,SP,9,4,taubate,SP,9,4,10.89,3.78,9,324.2
56,1630,atibaia,SP,34,2,atibaia,SP,34,2,13.53,3.35,34,2690.0
57,2885,sao paulo,SP,345,4,sao paulo,SP,345,4,13.19,3.93,345,9858.38
58,1086,mogi das cruses,SP,14,4,mogi das cruses,SP,14,4,5.46,4.07,14,1089.7
59,2543,ibitinga,SP,691,4,ibitinga,SP,691,4,14.2,3.63,691,23522.86
60,1371,jacarei,SP,350,15,jacarei,SP,350,15,14.45,3.78,350,32234.23
61,1702,sao jose dos campos,SP,159,14,sao jose dos campos,SP,159,14,14.06,3.89,159,9545.6
62,1933,taubate,SP,19,8,taubate,SP,19,8,10.21,4.47,19,1354.0
63,944,jacarei,SP,476,23,jacarei,SP,476,23,14.66,3.91,476,47626.07
64,240,sao paulo,SP,38,6,sao paulo,SP,38,6,8.68,3.82,38,2185.4
65,1050,brasilia,DF,192,11,brasilia,DF,192,11,11.6,3.8,192,8165.29
66,337,fazenda rio grande,PR,9,5,fazenda rio grande,PR,9,5,18.11,3.78,9,785.97
67,1210,sao paulo,SP,5,1,sao paulo,SP,5,1,24.2,1.8,5,927.7
68,2476,santo andre,SP,1885,4,santo andre,SP,1885,4,11.66,4.05,1885,110324.34999999999
69,315,sao ludgero,SC,117,9,sao ludgero,SC,117,9,14.27,4.11,117,14710.300000000001
70,1267,araucaria,PR,23,3,araucaria,PR,23,3,11.83,3.87,23,4019.33
71,290,sao paulo,SP,150,17,sao paulo,SP,150,17,11.08,3.37,150,8954.52
72,1704,sao paulo,SP,1027,11,sao paulo,SP,1027,11,12.78,4.0,1027,17670.13
73,213,maringa,PR,569,6,maringa,PR,569,6,14.41,4.18,569,12351.55
74,2443,itapecerica da serra,SP,143,9,itapecerica da serra,SP,143,9,11.25,4.14,143,11023.15
75,2038,sao bernardo do campo,SP,16,1,sao bernardo do campo,SP,16,1,9.81,3.44,16,318.48
76,1633,itatiba,SP,333,3,itatiba,SP,333,3,15.83,3.75,333,32880.17
77,2892,andradas,SP,30,5,andradas,SP,30,5,11.9,4.1,30,3836.19
78,21,francisco beltrao,PR,91,8,francisco beltrao,PR,91,8,10.4,4.3,91,13018.56
79,1043,tabatinga,SP,6,2,tabatinga,SP,6,2,8.5,4.0,6,664.4000000000001
80,2315,santo andre,SP,28,1,santo andre,SP,28,1,11.11,4.36,28,3697.2000000000003
81,1846,tabatinga,SP,26,1,tabatinga,SP,26,1,12.28,3.85,26,2999.9900000000002
82,2590,ibitinga,SP,89,2,ibitinga,SP,89,2,13.89,3.94,89,4066.13
83,2561,mococa,SP,39,2,mococa,SP,39,2,12.16,3.41,39,2459.2
84,1698,navegantes,SC,70,4,navegantes,SC,70,4,10.83,4.43,70,17498.96
85,2957,cascavel,PR,24,2,cascavel,PR,24,2,18.27,3.67,24,7712.7699999999995
86,912,ribeirao preto,SP,1,1,ribeirao preto,SP,1,1,15.0,3.0,1,108.5
87,2986,curitiba,PR,81,3,curitiba,PR,81,3,9.99,4.2,81,2149.35
88,1150,santa barbara d´oeste,SP,361,7,santa barbara d´oeste,SP,361,7,11.64,3.98,361,118952.53
89,3080,sao paulo,SP,21,2,sao paulo,SP,21,2,11.0,3.71,21,23209.8
90,362,sao paulo,SP,150,1,sao paulo,SP,150,1,7.86,4.26,150,18445.66
91,157,tres coracoes,MG,236,3,tres coracoes,MG,236,3,12.7,4.08,236,18520.79
92,2612,praia grande,SP,568,6,praia grande,SP,568,6,11.41,4.1,568,42494.08
93,1464,curitiba,PR,401,2,curitiba,PR,401,2,14.95,4.07,401,48877.3
94,2227,sao paulo,SP,15,1,sao paulo,SP,15,1,6.0,4.27,15,806.8000000000001
95,3059,campinas,SP,308,2,campinas,SP,308,2,11.06,4.37,308,66496.51
96,1195,petropolis,RJ,817,2,petropolis,RJ,817,2,12.97,4.22,817,118220.6
97,456,apucarana,PR,39,3,apucarana,PR,39,3,13.05,4.26,39,8494.11
98,1674,sao paulo,SP,31,1,sao paulo,SP,31,1,12.97,3.77,31,4598.4
99,280,riberao preto,SP,274,12,riberao preto,SP,274,12,14.27,4.14,274,54915.79
100,2039,umuarama,PR,55,1,umuarama,PR,55,1,18.07,4.05,55,17765.8
101,2492,ribeirao preto,SP,142,9,ribeirao preto,SP,142,9,16.59,3.92,142,19774.7
102,3023,presidente prudente,SP,11,1,presidente prudente,SP,11,1,30.4,2.36,11,2459.89
103,996,maringa,PR,3,1,maringa,PR,3,1,25.67,4.0,3,792.0
104,1622,congonhal,MG,115,12,congonhal,MG,115,12,21.82,3.1,115,24346.38
105,1820,sao paulo,SP,1517,22,sao paulo,SP,1517,22,10.68,4.05,1517,135982.11000000002
106,1275,guaratuba,PR,6,4,guaratuba,PR,6,4,5.6,3.83,6,719.59
107,1519,osasco,SP,14,3,osasco,SP,14,3,13.93,3.5,14,417.47
108,298,assis,SP,9,4,assis,SP,9,4,16.67,4.0,9,1796.2
109,2930,sao paulo,SP,98,11,sao paulo,SP,98,11,12.31,4.09,98,8888.3
110,816,brasilia,DF,157,14,brasilia,DF,157,14,13.46,3.73,157,19142.44
111,798,sao paulo,SP,21,8,sao paulo,SP,21,8,14.33,4.05,21,2963.9
112,1636,belo horizonte,MG,548,6,belo horizonte,MG,548,6,14.72,4.2,548,16222.74
113,2013,campo mourao,PR,56,3,campo mourao,PR,56,3,13.16,4.54,56,14836.84
114,790,americana,SP,5,1,americana,SP,5,1,39.0,3.2,5,1603.5
115,1950,ilicinea,MG,805,3,ilicinea,MG,805,3,13.77,4.15,805,106366.94
116,2970,rio do sul,SC,11,3,rio do sul,SC,11,3,13.09,4.09,11,1762.94
117,1984,joinville,SC,273,12,joinville,SC,273,12,12.48,4.4,273,27478.31
118,1910,sorocaba,SP,110,7,sorocaba,SP,110,7,8.18,4.52,110,10961.74
119,2434,sao paulo,SP,36,2,sao paulo,SP,36,2,10.86,3.97,36,3149.04
120,1942,divinopolis,MG,8,3,divinopolis,MG,8,3,4.0,4.75,8,514.5
121,2756,rio de janeiro,RJ,7,2,rio de janeiro,RJ,7,2,7.86,4.86,7,1022.6
122,768,tatui,SP,51,2,tatui,SP,51,2,13.38,4.31,51,3837.6800000000003
123,712,curitiba,PR,15,1,curitiba,PR,15,1,10.43,4.47,15,1948.77
124,108,ferraz de vasconcelos,SP,31,2,ferraz de vasconcelos,SP,31,2,5.83,4.23,31,2827.9
125,1693,presidente prudente,SP,111,3,presidente prudente,SP,111,3,7.55,4.24,111,8026.0
126,840,rio de janeiro,RJ,552,6,rio de janeiro,RJ,552,6,11.91,4.18,552,130377.09
127,795,santo andre,SP,24,4,santo andre,SP,24,4,9.54,4.67,24,1514.09
128,1852,rio claro,SP,14,3,rio claro,SP,14,3,7.36,4.64,14,1004.29
129,2813,praia grande,SP,760,8,praia grande,SP,760,8,10.04,4.17,760,43580.89
130,1881,vicente de carvalho,SP,226,6,vicente de carvalho,SP,226,6,8.44,3.94,226,9053.89
131,956,maringa,PR,2,2,maringa,PR,2,2,11.0,5.0,2,86.8
132,2011,socorro,SP,25,3,socorro,SP,25,3,13.72,4.24,25,1932.44
133,1771,conchal,SP,7,3,conchal,SP,7,3,12.5,3.29,7,207.85999999999999
134,1738,campinas,SP,11,2,campinas,SP,11,2,10.91,4.27,11,1384.5
135,1057,sorocaba,SP,3,2,sorocaba,SP,3,2,10.67,4.67,3,151.79
136,2861,sao paulo,SP,2,1,sao paulo,SP,2,1,22.0,3.0,2,43.0
137,2347,ribeirao preto,SP,4,1,ribeirao preto,SP,4,1,16.67,2.0,4,215.60000000000002
138,106,ribeirao pires,SP,97,5,ribeirao pires,SP,97,5,10.27,4.24,97,7644.3
139,757,araraquara,SP,40,1,araraquara,SP,40,1,15.86,3.78,40,2946.0
140,706,sao joao de meriti,RJ,42,2,sao joao de meriti,RJ,42,2,14.24,3.88,42,4068.66
141,3000,salto,SP,759,19,salto,SP,759,19,9.96,4.23,759,52157.1
142,1003,sao paulo,SP,24,6,sao paulo,SP,24,6,15.36,3.33,24,1497.3600000000001
143,1202,santo andre,SP,23,4,santo andre,SP,23,4,9.95,4.0,23,4922.27
144,570,salto,SP,97,14,salto,SP,97,14,8.83,4.55,97,4505.8
145,402,registro,SP,33,8,registro,SP,33,8,10.84,4.33,33,4157.89
146,2961,santo andre/sao paulo,SP,13,3,santo andre/sao paulo,SP,13,3,5.77,4.31,13,567.79
147,1251,rio do sul,SC,189,3,rio do sul,SC,189,3,12.01,4.11,189,13399.87
148,387,sao carlos,SP,46,3,sao carlos,SP,46,3,20.58,3.65,46,9226.82
149,2975,marechal candido rondon,SP,7,3,marechal candido rondon,SP,7,3,9.43,4.14,7,193.54999999999998
150,1270,capivari,SP,84,3,capivari,SP,84,3,9.81,4.17,84,3801.61
151,611,bento goncalves,RS,16,1,bento goncalves,RS,16,1,8.25,4.69,16,730.67
152,1604,caxias do sul,RS,18,3,caxias do sul,RS,18,3,9.11,4.72,18,838.2
153,1344,sorocaba,SP,8,3,sorocaba,SP,8,3,6.62,4.25,8,586.57
154,513,belo horizonte,MG,7,2,belo horizonte,MG,7,2,9.43,5.0,7,1316.73
155,2989,sao bernardo do campo,SP,246,2,sao bernardo do campo,SP,246,2,13.1,4.21,246,73380.0
156,2023,mamanguape,PB,15,1,mamanguape,PB,15,1,15.14,3.33,15,13469.11
157,1835,diadema,SP,76,1,diadema,SP,76,1,9.94,3.84,76,51636.04
158,192,sao paulo,SP,1465,4,sao paulo,SP,1465,4,11.92,3.86,1465,142646.77
159,2540,apucarana,PR,35,6,apucarana,PR,35,6,10.09,4.43,35,1469.12
160,2589,ribeirao das neves,MG,48,8,ribeirao das neves,MG,48,8,10.2,4.4,48,4916.36
161,2286,birigui,SP,7,1,birigui,SP,7,1,8.71,5.0,7,120.0
162,2015,sao paulo,SP,4,2,sao paulo,SP,4,2,6.0,3.0,4,66.59
163,666,ibitinga,SP,639,2,ibitinga,SP,639,2,14.49,3.95,639,41215.54
164,1581,pinhais,PR,109,3,pinhais,PR,109,3,11.27,4.36,109,16031.880000000001
165,2020,sao paulo,SP,145,7,sao paulo,SP,145,7,12.48,3.9,145,13588.7
166,2028,itirapina,SP,5,1,itirapina,SP,5,1,10.4,3.6,5,382.5
167,174,santo andre,SP,14,2,santo andre,SP,14,2,6.36,4.71,14,1507.0
168,1658,sao paulo,SP,14,2,sao paulo,SP,14,2,6.5,3.5,14,702.36
169,1364,goiania,GO,8,1,goiania,GO,8,1,10.62,4.62,8,371.2
170,1120,sao paulo,SP,68,1,sao paulo,SP,68,1,11.09,4.62,68,8623.5
171,501,belo horizonte,MG,170,8,belo horizonte,MG,170,8,8.73,4.25,170,16176.0
172,2193,rio de janeiro,RJ,39,4,rio de janeiro,RJ,39,4,11.32,4.21,39,2221.6
173,1459,curitiba,PR,73,5,curitiba,PR,73,5,10.82,4.11,73,18051.399999999998
174,285,belo horizonte,MG,67,3,belo horizonte,MG,67,3,12.63,4.24,67,2820.2999999999997
175,2653,sao paulo,SP,124,5,sao paulo,SP,124,5,9.83,4.55,124,5693.6
176,2738,joinville,SC,7,1,joinville,SC,7,1,9.83,5.0,7,1348.4
177,177,americana,SP,42,4,americana,SP,42,4,15.44,4.4,42,2126.43
178,1587,bauru,SP,41,1,bauru,SP,41,1,11.5,4.07,41,5220.900000000001
179,3046,ribeirao preto,SP,27,2,ribeirao preto,SP,27,2,10.81,3.26,27,4783.99
180,1016,rio de janeiro,RJ,179,10,rio de janeiro,RJ,179,10,9.49,4.13,179,4889.099999999999
181,2996,rio de janeiro,RJ,101,2,rio de janeiro,RJ,101,2,11.52,3.65,101,6168.74
182,1283,rio de janeiro,RJ,6,1,rio de janeiro,RJ,6,1,6.0,4.83,6,120.0
183,2420,sao paulo,SP,35,4,sao paulo,SP,35,4,9.18,4.03,35,1748.2
184,552,sao paulo,SP,6,5,sao paulo,SP,6,5,5.33,3.33,6,165.6
185,2078,sao paulo,SP,12,4,sao paulo,SP,12,4,9.83,3.83,12,466.78
186,655,curitiba,PR,48,2,curitiba,PR,48,2,13.12,4.31,48,7567.8
187,1180,campinas,SP,5,1,campinas,SP,5,1,9.6,4.8,5,2916.6
188,1232,sao paulo,SP,2111,7,sao paulo,SP,2111,7,9.69,3.91,2111,127779.81
189,333,santana de parnaiba,SP,137,2,santana de parnaiba,SP,137,2,15.11,2.19,137,13340.57
190,1338,belo horizonte,MG,58,1,belo horizonte,MG,58,1,8.58,4.53,58,2016.56
191,532,sao paulo,SP,11,1,sao paulo,SP,11,1,6.36,4.91,11,178.6
192,2032,sao paulo,SP,2,2,sao paulo,SP,2,2,6.0,4.5,2,73.78999999999999
193,695,ibitinga,SP,132,3,ibitinga,SP,132,3,14.62,3.83,132,15207.68
194,878,ibitinga,SP,2128,7,ibitinga,SP,2128,7,14.39,3.8,2128,213208.27000000002
195,1020,ibitinga,SP,17,1,ibitinga,SP,17,1,16.29,4.35,17,2165.85
196,2541,ibitinga,SP,113,3,ibitinga,SP,113,3,16.3,3.62,113,4334.01
197,18,ibitinga,SP,40,1,ibitinga,SP,40,1,13.38,4.05,40,4853.0
198,1458,sao paulo,SP,165,7,sao paulo,SP,165,7,11.37,4.11,165,32930.9
199,1443,rio de janeiro,RJ,18,2,rio de janeiro,RJ,18,2,15.22,3.17,18,1664.71
200,911,ibitinga,SP,27,5,ibitinga,SP,27,5,19.39,3.11,27,2020.73
201,10,maringa,PR,141,1,maringa,PR,141,1,15.78,3.74,141,13315.9
202,147,maringa,PR,216,1,maringa,PR,216,1,14.5,4.0,216,29290.36
203,2817,maringa,PR,274,2,maringa,PR,274,2,14.47,3.96,274,34840.26
204,1280,sao jose dos campos,SP,117,1,sao jose dos campos,SP,117,1,15.26,3.54,117,11186.83
205,2953,maringa,PR,247,1,maringa,PR,247,1,14.75,3.82,247,20183.8
206,1665,maringa,PR,316,1,maringa,PR,316,1,18.36,3.38,316,33028.35
207,409,belo horizonte,MG,147,1,belo horizonte,MG,147,1,10.94,3.64,147,15709.0
208,1743,sao jose dos campos,SP,135,1,sao jose dos campos,SP,135,1,14.0,3.01,135,14887.25
209,1172,maringa,PR,14,1,maringa,PR,14,1,22.5,3.57,14,1662.6
210,2024,franca,SP,63,1,franca,SP,63,1,13.65,4.08,63,3563.7
211,2762,sao paulo,SP,127,9,sao paulo,SP,127,9,11.75,3.94,127,15300.33
212,547,sao paulo,SP,183,3,sao paulo,SP,183,3,10.58,4.06,183,13244.58
213,329,sarandi,PR,178,2,sarandi,PR,178,2,15.74,3.94,178,26133.56
214,2782,sao paulo,SP,7,2,sao paulo,SP,7,2,13.57,4.29,7,4025.0
215,917,juiz de fora,MG,8,1,juiz de fora,MG,8,1,7.75,4.5,8,5235.200000000001
216,2323,garca,SP,17,6,garca,SP,17,6,10.76,3.88,17,4808.78
217,2575,sao paulo,SP,71,2,sao paulo,SP,71,2,5.92,4.72,71,5031.9
218,414,porto ferreira,SP,83,1,porto ferreira,SP,83,1,13.82,3.64,83,4683.7
219,2658,ibitinga,SP,277,4,ibitinga,SP,277,4,14.05,3.73,277,26730.19
220,640,osasco,SP,15,3,osasco,SP,15,3,9.2,4.33,15,1559.1
221,1559,belo horizonte,MG,111,3,belo horizonte,MG,111,3,12.31,4.08,111,11699.32
222,1912,aparecida de goiania,GO,86,5,aparecida de goiania,GO,86,5,14.09,4.45,86,11119.28
223,3050,sao paulo,SP,80,14,sao paulo,SP,80,14,8.74,4.32,80,2477.05
224,2065,sao paulo,SP,93,4,sao paulo,SP,93,4,9.46,4.46,93,14279.3
225,474,sao paulo,SP,7,1,sao paulo,SP,7,1,7.5,4.29,7,245.0
226,47,bombinhas,SC,94,1,bombinhas,SC,94,1,18.86,3.88,94,60130.6
227,2866,teresopolis,RJ,180,1,teresopolis,RJ,180,1,11.88,4.43,180,81220.15
228,704,londrina,PR,4,1,londrina,PR,4,1,9.25,5.0,4,2095.5
229,1781,sao paulo,SP,4,3,sao paulo,SP,4,3,8.75,5.0,4,345.70000000000005
230,1828,borda da mata,MG,71,2,borda da mata,MG,71,2,11.15,3.17,71,3377.2400000000002
231,1130,sao paulo,SP,101,2,sao paulo,SP,101,2,10.74,4.13,101,33279.020000000004
232,482,sao jose do rio pret,SP,5,1,sao jose do rio pret,SP,5,1,14.67,4.0,5,669.5
233,974,rio de janeiro,RJ,86,2,rio de janeiro,RJ,86,2,8.92,4.56,86,6762.89
234,2206,sao paulo,SP,26,2,sao paulo,SP,26,2,10.12,4.27,26,2349.73
235,2761,limeira,SP,275,1,limeira,SP,275,1,15.53,3.75,275,8231.56
236,1802,belo horizonte,MG,34,3,belo horizonte,MG,34,3,18.31,4.0,34,8269.5
237,1788,sao paulo,SP,18,3,sao paulo,SP,18,3,8.33,4.06,18,1521.74
238,517,nova friburgo,RJ,32,2,nova friburgo,RJ,32,2,13.41,4.16,32,51366.9
239,60,queimados,RJ,65,2,queimados,RJ,65,2,12.73,4.12,65,12203.400000000001
240,1584,jundiai,SP,201,1,jundiai,SP,201,1,10.45,3.98,201,11118.93
241,1770,sao paulo,SP,62,4,sao paulo,SP,62,4,12.61,3.74,62,8123.9
242,1351,guarulhos,SP,232,15,guarulhos,SP,232,15,9.15,4.38,232,13947.8
243,144,aruja,SP,3,1,aruja,SP,3,1,8.67,3.67,3,245.18
244,1069,ribeirao preto,SP,46,4,ribeirao preto,SP,46,4,13.53,3.87,46,2444.4
245,1501,rio de janeiro,RJ,19,1,rio de janeiro,RJ,19,1,12.95,4.16,19,1363.8
246,1025,curitiba,PR,21,2,curitiba,PR,21,2,11.48,4.19,21,1341.9
247,1748,blumenau,SC,20,2,blumenau,SC,20,2,7.85,4.45,20,4030.9
248,2621,porto alegre,RS,191,4,porto alegre,RS,191,4,8.45,4.24,191,7278.45
249,1657,sao paulo,SP,17,1,sao paulo,SP,17,1,11.41,4.35,17,2134.13
250,132,louveira,SP,148,5,louveira,SP,148,5,12.67,3.91,148,16035.35
251,2264,santo andre,SP,25,1,santo andre,SP,25,1,13.41,3.28,25,1004.8
252,2638,piracicaba,SP,1656,4,piracicaba,SP,1656,4,11.1,4.07,1656,171055.17
253,2542,londrina,PR,39,1,londrina,PR,39,1,11.13,4.41,39,29205.1
254,1219,ibitinga,SP,138,1,ibitinga,SP,138,1,10.65,4.27,138,7625.28
255,1598,tres rios,RJ,159,3,tres rios,RJ,159,3,11.81,4.16,159,4438.07
256,753,rio de janeiro,RJ,7,1,rio de janeiro,RJ,7,1,8.57,4.71,7,909.3000000000001
257,930,colombo,PR,15,2,colombo,PR,15,2,9.47,4.07,15,479.1
258,2399,hortolandia,SP,351,1,hortolandia,SP,351,1,7.85,4.32,351,37910.25
259,897,sao carlos,SP,12,2,sao carlos,SP,12,2,8.0,4.17,12,508.8
260,657,sao paulo,SP,12,2,sao paulo,SP,12,2,7.09,4.17,12,1093.8799999999999
261,1071,santa rita do sapucai,MG,5,1,santa rita do sapucai,MG,5,1,7.4,4.4,5,125.0
262,729,campo limpo paulista,SP,1193,6,campo limpo paulista,SP,1193,6,13.48,4.12,1193,98434.2
263,2304,serra negra,SP,123,6,serra negra,SP,123,6,12.51,4.32,123,20817.0
264,609,cotia,SP,37,2,cotia,SP,37,2,8.97,4.22,37,3834.01
265,932,betim,MG,47,1,betim,MG,47,1,9.57,4.19,47,981.71
266,368,sao jose do rio preto,SP,2009,3,sao jose do rio preto,SP,2009,3,15.47,3.98,2009,111498.81
267,1350,santos,SP,31,2,santos,SP,31,2,12.73,4.16,31,4155.92
268,220,assis,SP,86,8,assis,SP,86,8,11.98,3.94,86,4849.3
269,2191,piracicaba,SP,14,2,piracicaba,SP,14,2,11.36,4.36,14,1484.48
270,2292,jaragua do sul,SC,7,2,jaragua do sul,SC,7,2,14.4,3.57,7,2934.0
271,750,fazenda rio grande,PR,3,1,fazenda rio grande,PR,3,1,8.33,5.0,3,200.6
272,1370,birigui,SP,85,5,birigui,SP,85,5,10.34,4.51,85,5548.7
273,2115,birigui,SP,2,1,birigui,SP,2,1,5.5,4.5,2,224.8
274,2259,mogi das cruzes,SP,13,4,mogi das cruzes,SP,13,4,13.0,4.15,13,1283.1100000000001
275,855,porto alegre,RS,7,1,porto alegre,RS,7,1,10.86,4.43,7,879.3000000000001
276,344,indaial,SC,5,2,indaial,SC,5,2,9.2,3.8,5,198.87
277,1328,joinville,SC,14,2,joinville,SC,14,2,15.93,4.36,14,758.6
278,1856,sao joao del rei,MG,12,1,sao joao del rei,MG,12,1,7.83,4.75,12,1368.5
279,79,londrina,PR,58,6,londrina,PR,58,6,12.79,4.07,58,6288.01
280,2988,juiz de fora,MG,49,2,juiz de fora,MG,49,2,10.9,4.18,49,4864.24
281,2226,sao paulo,SP,90,3,sao paulo,SP,90,3,10.33,4.46,90,6476.54
282,306,joinville,SC,190,1,joinville,SC,190,1,15.31,4.16,190,24736.600000000002
283,2239,jacarei,SP,41,3,jacarei,SP,41,3,10.19,4.0,41,6729.46
284,2682,sao paulo,SP,189,6,sao paulo,SP,189,6,11.7,4.19,189,27441.54
285,390,sao caetano do sul,SP,11,5,sao caetano do sul,SP,11,5,21.43,3.0,11,1342.95
286,808,sao paulo,SP,112,4,sao paulo,SP,112,4,10.61,4.41,112,8164.0
287,2472,sao jose do rio preto,SP,195,3,sao jose do rio preto,SP,195,3,13.29,4.07,195,8283.94
288,2088,sao jose do rio preto,SP,44,1,sao jose do rio preto,SP,44,1,25.55,3.07,44,6899.570000000001
289,351,uba,MG,49,3,uba,MG,49,3,17.71,3.94,49,6745.69
290,160,sao paulo,SP,25,4,sao paulo,SP,25,4,9.28,4.52,25,575.3
291,1709,assis,SP,99,4,assis,SP,99,4,11.29,4.36,99,4320.72
292,2538,jacutinga,RS,12,3,jacutinga,RS,12,3,11.33,4.33,12,1156.03
293,208,ribeirao preto,SP,4,1,ribeirao preto,SP,4,1,7.0,5.0,4,83.04
294,516,londrina,PR,8,3,londrina,PR,8,3,11.25,3.88,8,294.0
295,2913,artur nogueira,SP,5,2,artur nogueira,SP,5,2,11.0,2.6,5,727.5999999999999
296,2425,campo largo,PR,61,1,campo largo,PR,61,1,12.21,4.59,61,10883.9
297,792,sao paulo,SP,132,4,sao paulo,SP,132,4,7.98,4.35,132,4134.86
298,75,lajeado,RS,62,5,lajeado,RS,62,5,13.15,4.0,62,7604.8
299,447,sao bernardo do campo,SP,2,2,sao bernardo do campo,SP,2,2,3.0,5.0,2,99.0
300,934,suzano,SP,74,5,suzano,SP,74,5,14.97,4.08,74,7639.26
